X (m),Y (m),Z (m),Temperature (K)
2438.069384549349,-1953.3156309814876,192.75501693402006,324.7444042411146
1022.7220233160601,-1096.6602446185766,95.1475581567554,295.5330100382648
1488.860562375874,-1007.7302914692655,109.84829145855767,323.2361310350624
2935.522211899824,-1054.7605267502142,85.60877514173316,296.2019104700332
1192.3531967280683,-1624.3705403339895,84.02400823417737,318.5212073357182
1074.7575187060645,-1086.0825560442674,123.5822741096336,311.2692038309282
1052.7597850637562,-2547.6219926350977,211.50479020822397,318.7713858179325
1139.998875741464,-2695.08314606383,237.6260856186857,319.45878652000613
1350.8872629868135,-2313.335397500915,65.36677468605721,332.3124288255235
2984.272588285322,-2330.07121031441,26.538841504535924,337.9860098659276
1189.0673097559225,-2505.107599276739,-9.680337352722528,302.9292080021652
1440.3659831511898,-1875.805345679677,105.35213266988553,325.5051262023532
1187.7110082756035,-1235.6108917602216,3.3863610142314293,302.54742729737444
1282.2121188130607,-2826.7442086013257,98.71350998987138,318.35924010035393
2644.2630390939776,-1036.9190595883772,39.5953346025159,325.8681775472061
1153.499113848646,-1733.2004713189956,-9.382106817965362,337.74992600727137
2105.1770196166826,-1437.5395355187266,188.93194064223206,313.2922926832855
1489.672921072783,-2344.5256326412987,200.72297467828773,337.4636633742418
1450.523875604722,-1841.4032078370203,28.821626418499918,297.81055779180025
1235.1329005997168,-1836.2371100555347,189.2162053083398,312.498562734638
1771.370467513147,-1527.9762529496788,165.69595806862384,298.3956620694225
1463.7699202554716,-1935.5041158944493,20.844550547562193,324.7306822119312
1593.7829660179727,-1365.8781324696097,38.92033249055571,297.2554558735106
1989.4304530360287,-1685.1449628238177,229.08264118033034,315.9441387284994
1635.6783629011331,-1277.2049406888577,259.52102657269455,300.5717055035102
2468.302939849654,-2159.3844146276806,192.786438500925,315.7012122925002
1262.8480570330385,-2992.5742231212344,104.55232826801695,305.4677167178791
1197.3952882772005,-1528.699224755338,238.59618999206995,298.1695697127211
1936.909258570625,-1875.3872377434602,138.4828417142659,336.5552209284031
1615.7941756261089,-2993.65402265111,145.55761457451047,320.2725283059939
1873.1880543202221,-2896.878391625577,-5.468201986843058,297.3310969432638
1761.1265601456012,-2116.9317789437337,80.90696264749818,329.81748291651047
2321.7649723364207,-1542.2050904373232,33.419771466364566,309.0724351991355
1674.7550748947983,-2953.3879628824307,109.0357806269618,295.8200011583113
2219.341544154603,-1233.6937468120352,231.3546764169859,336.07212224736446
1987.3933796463384,-2506.356965416771,55.25319488704284,308.8709391024057
2932.2346334241947,-2154.808447534921,106.23568651733714,326.18167089768696
1222.6265945442783,-1709.0673375444421,217.54427606350467,329.93431491767166
1126.6136630570368,-1965.9392631184237,113.58962175955668,299.0679646428893
2608.026755998323,-2005.2920653799201,69.82748945887134,311.4973498201024
1060.045927957019,-1797.1329872012834,209.5902672095593,335.12521111431624
2082.517085732632,-1332.7694106052631,40.3754470836035,332.23466097492997
2583.9130833538547,-1804.4866267063112,150.50857756447283,324.51408870488757
1402.4487443114226,-2847.003712880627,103.03236183985281,299.0417261771321
1108.291245433354,-1803.5816047486483,241.2111966369025,307.6519943256365
1329.6950713801132,-2433.376900992527,76.17027216336871,325.74924350743214
1032.89054561757,-1118.5511282642187,253.69890970742676,331.8028078426849
2560.5304283789105,-1998.338175412459,165.81732175597284,315.78591088947115
1076.5658001676286,-1262.4996534249494,226.69350185626382,334.8648518910919
2426.8689783283,-1678.3702222772224,84.61678744952732,302.0001250380039
1483.1092767895268,-2189.792313374808,111.21670877172589,306.7670716439301
1816.6567888077343,-2908.3963165855293,162.04240347085235,327.02109141981873
2263.790071125819,-1453.4322294532412,105.64270831135634,310.6053805303433
1607.8287204552134,-2654.848950227661,82.90999473895813,315.72557517059454
1008.0426530878788,-2413.1622546931967,141.30883109033488,332.86029082147377
2044.4170647956926,-2289.1477411454503,198.20288956336407,327.54631618736755
1452.1711848707919,-1033.0591755897553,69.47528115667727,329.8607999559129
2528.0307235522646,-1042.5135602087003,44.54380028442538,295.71954270983406
1272.8922591601722,-2320.862711772687,96.39135361671806,325.80865590130054
1305.201560316418,-1678.023841119878,174.56859117170754,298.0989681055898
1170.0149188558958,-1925.5758325348966,172.1696477497302,307.2160354432992
1147.2754114840502,-2469.8072874779323,137.5038944323507,314.62871657534487
1227.9494978156395,-2942.48442219322,254.00565994775485,308.49962203945483
1945.5134069409187,-1655.1759956069466,61.310034540325006,311.6019918350696
2918.6783008446782,-2524.697152158881,256.5040078864456,317.55894749770164
1429.6438228073982,-1950.5990721715157,221.2818895096371,335.45965020924837
1921.2877756377734,-1710.0857165665884,87.09226822649252,332.8610240880698
2930.274202264819,-2676.959918761335,112.35893800964769,314.341387422379
1848.1193426339705,-1891.3970969674087,172.4554667719674,334.29712889118684
1786.7119818303217,-2175.7487049645865,-11.013762133573955,314.7378807568328
1607.1978446413705,-2855.147906482182,58.06493770412452,339.9055690054814
2626.067337855351,-2830.8940951034774,131.28857409902437,311.2025387687898
2409.040351818061,-1534.2393090929606,246.18753086570058,305.1893634719766
2266.9748576454303,-2563.972077129233,92.97044503772304,303.5995664349237
1360.1480705862969,-1429.2459306755773,114.05209342107469,318.7469951481884
1407.7008775387808,-1349.9840467461515,-9.008640782568806,299.7548315110861
2293.582599821335,-1088.5216545028175,218.44846209028736,334.9688248991729
2253.590481435069,-1195.3319533979818,156.79922548094012,330.0096414371515
1275.6138209292744,-2626.019970876517,151.03138236628956,328.1450395380803
1587.3068623440772,-1699.46168549518,205.08871047133425,321.2327713946326
2628.3022317476743,-1699.7735869781502,94.55312484480709,327.19601304378324
2575.037485352551,-1444.6673220454109,164.51564077807205,310.1676104253297
1901.1083704613593,-2070.854322001959,0.47646090018600873,314.29274239715653
2603.320797930398,-2272.792030273602,10.843966639204556,311.84908250208554
1903.3645835049501,-2539.389105860414,-7.7859107249515285,317.7709219327364
2688.6451143014806,-2255.0593956272064,254.92825406295646,298.68937413947776
1292.3043496640212,-2309.2016766295787,146.3568087360597,303.4725392503576
2749.5420632002933,-1843.4912294838525,249.62422193637713,298.94967677087686
2156.2205672108003,-2747.3017920600555,231.92973419035943,323.1445636042546
1241.6855311975503,-2625.9137210884587,147.78829510858222,296.11026551016107
2571.5718049840857,-2675.5302554752907,192.93159279393288,295.84037225569574
2427.701338368856,-2283.5505902194222,17.074362474469112,332.051988211398
1676.1696496760126,-2962.58825939004,104.35062750783725,308.2498548246913
2766.1698104340735,-2227.029969774363,209.21754841836773,339.4444631086778
1896.9471121298238,-2031.8799018383302,205.04965746015657,336.3773666271025
2435.1479609529697,-1862.2255046578443,53.01840799819399,319.74444111759834
1842.9535754504311,-1256.005611079157,45.927260641816396,336.9983601520345
2130.675512125612,-2664.623317044782,241.0725390259817,316.6834810462873
2587.976806543934,-2833.780766036897,42.130243078630805,334.6438898586523
1625.6626632697382,-2975.364856211635,206.6663228621046,337.7208660709463
1304.9675615298443,-2019.734584224067,-9.478419390129723,334.34869575397335
2069.6645288087684,-1993.1029547354815,99.78918614977682,306.05571282784075
2856.531932880387,-1522.0957697817164,250.7431452770727,316.1615497160109
2073.6143431933724,-2712.0496698741836,220.1689065805188,312.37848266052094
1842.8822480998765,-1715.772862628252,4.155373425293281,305.0987918421296
2583.999751336106,-2070.1182902307855,11.964699883950097,315.96823695506276
1926.2649331159068,-2344.840756798011,213.84305425235124,306.9425582388496
2249.1584544909992,-2089.0562305348003,94.66119322848428,295.8630086965665
2993.6563259870463,-1752.8264724002888,20.726373750934734,318.0826492222958
1515.6853203115286,-2047.7635703762908,23.58749428919797,307.2453321093316
1463.4035430901877,-1546.608331362073,99.32078294120998,297.53169969792395
1518.4762245142888,-1704.8515741102412,78.83270476990947,300.4426241008012
2203.4207643482778,-2655.982779530516,168.6802231644775,315.0416636732781
1684.4095190794765,-2190.8908914790895,153.00523790503178,329.00502277837165
1298.322878800036,-1356.5291313875784,10.72884336933808,319.59871121429666
2943.5497520338276,-1049.6251497360138,158.42146624752553,318.6866255318703
1540.6431432261752,-1501.4142845178524,38.619118668683214,333.40576959769237
2639.8826166897943,-1784.6547093970098,119.3468810255946,298.9901105275713
2696.5307789143194,-2809.8152365608453,259.2051046654975,333.30293844965064
2479.7765676055124,-1118.2326248521128,257.34998607894363,333.1437601590408
1320.1199791962479,-1331.2958756592416,201.2150516104194,336.7243447750537
1160.928933530356,-2525.926955923506,6.279273386658687,331.547383461953
1321.8786881778665,-1051.9493045966526,141.16951518724542,319.6713073578481
2577.2282532477557,-2186.7845435006484,193.84488829244944,301.07400127173787
1151.0686935674364,-2981.266081795328,231.5104756716057,313.49602267957
1599.4573386881757,-1991.968103043064,186.81857817018312,304.7023912804062
2133.7936319961645,-2903.953373664799,71.21313028660676,305.6974927426624
2643.5840554340716,-2811.772800194367,83.89025478407693,296.4533629842036
2269.12532682616,-2833.8886467176276,43.56493901922041,321.75734429268743
2749.579248124839,-1759.6625109153686,214.75113909862097,331.93218575433
2729.610985451279,-1488.0762337006695,90.48302390512177,312.997448435132
2132.5443237088375,-2657.6145869684783,150.47198400285427,302.9442378971997
1433.3667962418358,-1872.7402488139887,199.82543594110103,327.79795273333997
1709.866334644022,-2517.633765294809,135.10304963067736,338.19352395681767
2159.17381229918,-2296.5128376674907,213.50340047777007,327.7025346536822
1101.7492844038504,-1074.4435234475654,247.25403942952232,313.44571883675576
2064.8999542492747,-1616.7948703674997,121.41799478125262,328.9729480250775
2844.6307694765537,-2884.5149477930445,213.42416268384957,336.39695075234533
1591.4002100185144,-1012.3137538394512,112.157987708158,335.7220191024967
1366.8053707230715,-2131.980972553547,95.24540439359187,306.21031258888416
2692.5060721747896,-1508.8771779961044,200.27508271348378,295.04326445715975
1918.3474978802428,-2106.883831956661,243.87436297149748,326.72532502450895
1879.2631847642938,-2854.2831363570767,125.43825367336026,301.0542650085139
1905.7464621557415,-2238.9937485631644,257.3606902285584,321.7248752721892
2426.2113287970183,-2152.2075434934836,162.5935447406387,309.62228279133626
2677.171284158321,-1716.9242478000417,52.328836394396035,298.73895835583545
2327.9838767910514,-1234.7043940074911,106.25784437185622,301.33876472788427
1238.089870278023,-2985.83415016526,138.86977305711784,334.3487667643585
1384.8918515759165,-2810.0585478192256,226.64996938271292,326.2295430491214
2397.0271869487333,-2405.7236129475396,18.62487649471143,320.5481440977871
2588.7161275077415,-1557.2348680492057,85.5284930718522,319.0976089471442
1772.424902966034,-2030.0730414547488,72.03264029757884,298.8020997808132
1062.721031495008,-1092.3386020355538,153.2177023988284,335.3431823716165
1461.9078510932611,-2748.5885050084926,25.091015327008478,333.7123834584136
2627.6204397989304,-2780.979186638425,80.92270774946411,295.4912646877289
2007.2176220553379,-1777.994857015101,188.92899138581814,337.1956994598084
2527.9680510551852,-1942.4691457427107,227.88038873756932,303.15467368339546
1786.4118777189356,-2270.189069262039,122.27622922960137,315.74816656914055
1757.9076410846374,-2762.7461345960273,210.24032327766906,302.62152600465754
1642.7344405923754,-2791.8945626553323,218.1251694433918,332.7466141077804
1476.480854909249,-2057.2464619143275,135.02642606715065,324.5554480110583
2661.0833991931804,-2764.8680061476275,114.98312458860366,333.0029995759331
1211.4601659257387,-1934.8629433801798,235.13393246165268,304.8724161082656
1381.8125934682694,-2639.525754428483,6.430524739156699,307.9988850777446
1711.160283574804,-1189.5284778777852,221.4859025008038,316.62347160219866
2613.7762325072217,-1381.5290479340701,73.5817350393704,322.52034197865265
2397.451032669989,-2271.6714044331225,223.92599456270156,308.9432660104329
1596.4764009815838,-2323.5858948778846,10.476208587215595,313.3057629539728
2802.7312798621056,-2426.687876705929,23.35038658167896,335.7769661011548
2029.6302053242232,-2271.713944156584,111.77690190295861,313.4843143769411
2415.630152302523,-1234.6625968395479,80.28103770332534,335.5255383742843
2591.3522517494016,-2222.2783755141436,3.0068639950278957,339.3320564072556
1224.1446798023128,-1511.3779982758,224.62658816281868,333.0945916579329
2580.37657676643,-1454.8322710533503,107.32957154633237,332.0504429498646
1049.6201411200675,-1311.0348532973892,226.82110936015334,335.6590312251178
1953.886526672242,-2370.1076686800743,182.44269229880973,319.4446482667275
1141.4618620290803,-2095.063672711262,122.0897852559257,338.3381376592925
1017.4793942559568,-2527.1877059068065,106.76652877010531,326.3664017644376
1556.7341125173086,-2907.9014480704914,132.28265978290122,297.1855349918407
2273.676549843946,-1922.309568446378,253.65156733361374,317.16523303088985
2348.9702662416867,-2636.0063252818322,12.629371134790205,327.87594756792436
2027.6544318612816,-1340.5054732470653,147.84962040739222,335.3373789913388
2210.6810834155513,-1712.860191304518,60.3748131299336,316.68627535257593
1113.2126568881822,-2706.858952610412,111.47037544101917,301.1200975971766
1082.1713062604215,-2366.643584906061,181.5403415883689,311.3843106231391
1373.4337275023663,-2342.9453556601225,65.33890677216547,321.79409992500325
1842.4464793772033,-2322.495787985958,13.81123341314104,330.407548137616
1843.1355128572077,-2709.097535249819,-8.808967987944875,310.27090838590453
2706.8843827998808,-2946.9804583930545,120.7165035922612,317.41828706081407
1801.4584879437393,-1929.2776235471824,182.65842789173075,296.825667674251
2199.9907011356113,-1995.9470735959267,24.44675983829238,295.50203765667635
1315.8439801804175,-2667.131050098409,176.0010769704507,302.07414078856
1015.3153994108293,-2433.030098820616,181.91211603600024,334.2177942586943
2542.258436813513,-2938.6389643383027,0.31949080792218076,319.0177507664829
2712.6282987400973,-2751.563905411366,127.18819804159509,297.2693986972696
1639.0769623165656,-1508.1444486385092,56.338794943354216,325.9036684113002
1909.6108186842364,-2988.7031053464743,225.5214354428431,320.2375696378455
