X (m),Y (m),Z (m),Temperature (K)
2320.3474904936174,-2880.035854417883,200.9081968782237,320.01966521995814
2239.3846345103043,-2280.6871162346383,231.99485315081566,312.5248624854349
1911.152478772947,-2953.2187354335224,-14.273881543764844,339.736129081429
1733.4388118084885,-1481.4387554190084,64.02882129226067,308.6135747500948
1749.639934143697,-2623.5050225532395,139.5062382462934,321.0962444002923
2293.501267140835,-2033.0538648857128,6.401941619916865,334.80903986745165
1748.931249594148,-2468.754848046403,67.46775486991145,297.58646258651106
1519.7496692949826,-2978.759650439975,-1.4954392176016906,324.94078242956203
2541.8315057385835,-1016.8323738555318,66.28913722332192,328.574490882066
2566.2490878554945,-2176.931465563881,81.1606625034154,314.30967179434685
1658.5147641327821,-1846.8312005077123,235.64617748869284,321.77765260109777
1950.5945155840645,-2824.8298075432713,-1.706963152443162,314.5936165990999
1960.6616274511432,-1337.4150048078798,177.1420426357924,301.3018991170783
1365.2508284642927,-1635.969017544814,87.80143556459855,338.0812755410674
2330.7428377344213,-2678.394866751505,14.504369681853394,303.02588732941734
1828.889495169623,-2250.7421454095934,217.17428742899116,311.1867165764788
2120.5492781882695,-2419.805037156854,104.09220086243222,314.9561726441726
1873.107698416833,-1363.4791107395417,231.11892668413284,328.97020074995555
2572.9330234678964,-1332.7545334506776,169.9972752075343,335.67973784605624
2693.89600398696,-2717.6956297826077,138.99201132494866,324.5639490483613
2604.777077853015,-1627.0814416146966,-7.5339759707383855,296.29621284128245
1085.2036314508873,-2982.2818704474535,146.98782921479952,318.142847093127
1553.01101113264,-1367.8040486218163,63.65073728148724,295.82047602870216
1698.1840674046052,-1713.5527625559969,222.6283221899506,322.53489900055763
2339.2755780379475,-1656.444794005253,4.744941841350926,336.38620955157535
1176.378418666902,-1986.9267174488286,16.552481943428194,321.92802707965154
1372.2148085598187,-1125.3653665221175,53.36945022894729,304.76558460311855
1378.4392406531138,-1232.80917872377,240.0662316320787,331.5034153242979
1525.7722926706178,-2567.133764548298,62.500671455816104,329.3876279313279
